id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Neoplastic|Neoplastic	Neoplastic|microglial_cell	microglial_cell|Neoplastic	microglial_cell|microglial_cell
CPI-SS01D36DDFA	PTPRS_NTRK3	simple:Q13332	simple:Q16288	ENSG00000105426	ENSG00000140538	False	True	True	curated	False	0.164	0.097	0.072	0.005
CPI-SS04F1CBF06	NTN1_DCC	simple:O95631	simple:P43146	ENSG00000065320	ENSG00000187323	True	False	True	curated	False	0.042	0.026	0.017	0.001
CPI-SS0503D8A55	NTN1_UNC5A	simple:O95631	simple:Q6ZN44	ENSG00000065320	ENSG00000113763	True	False	True	curated	False	0.028	0.025	0.003	0.0
CPI-SS00C9DE87A	NTN1_UNC5B	simple:O95631	simple:Q8IZJ1	ENSG00000065320	ENSG00000107731	True	False	True	curated	False	0.041	0.07	0.016	0.045
CPI-SS0FF6CFDCA	ADORA3_ENTPD1	simple:P0DMS8	simple:P49961	ENSG00000282608	ENSG00000138185	False	True	False	curated	False	0.019	0.193	0.305	0.479
CPI-SS079728E8B	ADORA2B_ENTPD1	simple:P29275	simple:P49961	ENSG00000170425	ENSG00000138185	False	True	False	curated	False	0.019	0.192	0.011	0.185
CPI-SS03E7587E4	ADORA1_ENTPD1	simple:P30542	simple:P49961	ENSG00000163485	ENSG00000138185	False	True	False	curated	False	0.047	0.22	0.014	0.187
CPI-SS00581282E	C5_C5AR1	simple:P01031	simple:P21730	ENSG00000106804	ENSG00000197405	True	False	True	curated	False	0.022	0.214	0.016	0.208
CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	ENSG00000122861	ENSG00000011422	True	False	True	curated	False	0.073	0.419	0.113	0.459
CPI-SS0E5593D5C	BMP8B_PLAUR	simple:P34820	simple:Q03405	ENSG00000116985	ENSG00000011422	True	False	True	InnateDB-All	False	0.043	0.39	0.033	0.38
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	ENSG00000135744	ENSG00000144891	True	False	True	curated	False	0.274	0.273	0.006	0.005
CPI-SS0F21F1570	KNG1_BDKRB2	simple:P01042	simple:P30411	ENSG00000113889	ENSG00000168398	True	False	True	curated	False	0.003	0.0	0.0	0.0
CPI-SS0BCCDFA7A	NAMPT_IL13RA2	simple:P43490	simple:Q14627	ENSG00000105835	ENSG00000123496	True	False	True	InnateDB-All	False	0.273	0.236	0.29	0.253
CPI-SS066FBE098	IL13_IL13RA2	simple:P35225	simple:Q14627	ENSG00000169194	ENSG00000123496	True	False	True	curated	False	0.038	0.001	0.038	0.001
CPI-SS0186F8AED	TNFSF9_IL13RA2	simple:P41273	simple:Q14627	ENSG00000125657	ENSG00000123496	True	False	True	InnateDB-All	False	0.039	0.002	0.09	0.053
CPI-SC02CD655EB	CALCB_RAMP1_complex	simple:P10092	complex:RAMP1_complex	ENSG00000175868		True	False	True	curated	False	0.047	0.002	0.045	0.001
CPI-SS012B216F6	PTHLH_PTH2R	simple:P12272	simple:P49190	ENSG00000087494	ENSG00000144407	True	False	True	curated	False	0.015	0.014	0.001	0.0
CPI-SS0483CE4ED	PTHLH_PTH1R	simple:P12272	simple:Q03431	ENSG00000087494	ENSG00000160801	True	False	True	curated	False	0.017	0.014	0.003	0.0
CPI-SC02DEB4893	IFNG_Type_II_IFNR	simple:P01579	complex:Type_II_IFNR	ENSG00000111537		True	False	True	curated	False	0.077	0.269	0.078	0.269
CPI-SS0A6D0C1BA	TF_TFR2	simple:P02787	simple:Q9UP52	ENSG00000091513	ENSG00000106327	True	False	True	curated	False	0.041	0.032	0.015	0.006
CPI-SS0291D3D2E	PROC_PROCR	simple:P04070	simple:Q9UNN8	ENSG00000115718	ENSG00000101000	True	False	True	curated	False	0.006	0.049	0.027	0.07
CPI-SS0073098F3	IL13_TMEM219	simple:P35225	simple:Q86XT9	ENSG00000169194	ENSG00000149932	True	False	True	IMEx,IntAct	False	0.181	0.303	0.181	0.303
CPI-SS099ACF7FB	IGFBP3_TMEM219	simple:P17936	simple:Q86XT9	ENSG00000146674	ENSG00000149932	True	False	True	curated	False	0.428	0.549	0.185	0.307
CPI-SS0431D2256	TNFSF9_TNFRSF9	simple:P41273	simple:Q07011	ENSG00000125657	ENSG00000049249	True	False	True	curated	False	0.001	0.002	0.053	0.053
CPI-SS047CD2E9F	TNFSF9_ADGRG5	simple:P41273	simple:Q8IZF4	ENSG00000125657	ENSG00000159618	True	False	True	InnateDB-All	False	0.001	0.007	0.053	0.059
CPI-SS00B1BEE64	CD2_CD58	simple:P06729	simple:P19256	ENSG00000116824	ENSG00000116815	False	True	False	curated	False	0.041	0.111	0.045	0.114
CPI-SS0B01CF3AB	CSF1R_CSF1	simple:P07333	simple:P09603	ENSG00000182578	ENSG00000184371	True	True	False	curated	False	0.054	0.049	0.549	0.544
CPI-SS0DFA98A14	CSF1R_IL34	simple:P07333	simple:Q6ZMJ4	ENSG00000182578	ENSG00000157368	True	True	False	curated	False	0.009	0.007	0.504	0.502
CPI-SS061A7E099	CD55_ADGRE5	simple:P08174	simple:P48960	ENSG00000196352	ENSG00000123146	True	True	True	curated	False	0.041	0.053	0.091	0.103
CPI-SS07F60834D	MET_HGF	simple:P08581	simple:P14210	ENSG00000105976	ENSG00000019991	True	True	False	curated	False	0.013	0.028	0.004	0.019
CPI-SS0EAF7B072	NMB_NMBR	simple:P08949	simple:P28336	ENSG00000197696	ENSG00000135577	True	False	True	curated	False				
CPI-SS056FF4363	CD48_CD244	simple:P09326	simple:Q9BZW8	ENSG00000117091	ENSG00000122223	False	False	True	curated	False	0.003	0.004	0.072	0.073
CPI-SS0D954EA1C	PDGFRB_PDGFD	simple:P09619	simple:Q9GZP0	ENSG00000113721	ENSG00000170962	True	True	False	curated	False	0.025	0.008	0.017	0.001
CPI-CS061152023	PDGFR_complex_PDGFD	complex:PDGFR_complex	simple:Q9GZP0		ENSG00000170962	True	True	False	curated	False	0.025	0.008	0.017	0.001
CPI-SC0FC822E8D	AR_Testosterone_byAKR1D1	simple:P10275	complex:Testosterone_byAKR1D1	ENSG00000169083		True	True	False	curated	False	0.034	0.034	0.002	0.002
CPI-SC09F8C9859	AR_Testosterone_byHSD17B12	simple:P10275	complex:Testosterone_byHSD17B12	ENSG00000169083		True	True	False	curated	False	0.221	0.138	0.189	0.106
CPI-SC0F0F8F51F	AR_Testosterone_byHSD17B3	simple:P10275	complex:Testosterone_byHSD17B3	ENSG00000169083		True	True	False	curated	False	0.035	0.034	0.003	0.002
CPI-SS02D7A1DDE	KIT_KITLG	simple:P10721	simple:P21583	ENSG00000157404	ENSG00000049130	True	True	False	curated	False	0.015	0.003	0.013	0.0
CPI-SS0EDAE16B6	EPOR_KITLG	simple:P19235	simple:P21583	ENSG00000187266	ENSG00000049130	True	True	False	I2D	False	0.023	0.011	0.033	0.021
CPI-SS07327E587	CD28_CD80	simple:P10747	simple:P33681	ENSG00000178562	ENSG00000121594	False	False	True	curated	False	0.0	0.011	0.002	0.012
CPI-SS0320FFAFC	CTLA4_CD80	simple:P16410	simple:P33681	ENSG00000163599	ENSG00000121594	False	False	True	curated	False	0.001	0.011	0.002	0.013
CPI-SS077D7365D	CD28_CD86	simple:P10747	simple:P42081	ENSG00000178562	ENSG00000114013	False	False	True	curated	False	0.007	0.261	0.008	0.262
CPI-SS0B0E09B1C	CTLA4_CD86	simple:P16410	simple:P42081	ENSG00000163599	ENSG00000114013	False	False	True	curated	False	0.007	0.261	0.009	0.263
CPI-SS03EF699C7	HLA-E_KLRC1	simple:P13747	simple:P26715	ENSG00000204592	ENSG00000134545	False	False	True	curated	False	0.22	0.219	0.875	0.873
CPI-SS0C4FA643F	HLA-E_KLRC2	simple:P13747	simple:P26717	ENSG00000204592	ENSG00000205809	False	False	True	curated	False	0.264	0.219	0.919	0.874
CPI-SS03339363E	HLA-E_KLRK1	simple:P13747	simple:P26718	ENSG00000204592	ENSG00000213809	False	False	True	curated	False	0.218	0.218	0.873	0.873
CPI-SS0EB5AEC83	SELL_CD34	simple:P14151	simple:P28906	ENSG00000188404	ENSG00000174059	False	False	False	curated	False	0.005	0.002	0.062	0.059
CPI-SS087321EB5	SELL_SELPLG	simple:P14151	simple:Q14242	ENSG00000188404	ENSG00000110876	False	False	True	curated	False	0.006	0.148	0.063	0.205
CPI-SS0D8CC2248	SELL_PODXL2	simple:P14151	simple:Q9NZ53	ENSG00000188404	ENSG00000114631	False	False	False	curated	False	0.156	0.007	0.213	0.064
CPI-SS01560CA22	CD99_PILRA	simple:P14209	simple:Q9UKJ1	ENSG00000002586	ENSG00000085514	True	False	True	curated	False	0.509	0.693	0.315	0.499
CPI-SS08E6EA18C	NPR1_NPPB	simple:P16066	simple:P16860	ENSG00000169418	ENSG00000120937	True	True	False	guidetopharmacology.org	False	0.003	0.001	0.002	0.0
CPI-SS0A1864A37	NPR1_NPPC	simple:P16066	simple:P23582	ENSG00000169418	ENSG00000163273	True	True	False	InnateDB-All	False	0.012	0.001	0.012	0.0
CPI-SS0EB4002A2	NPR3_NPPC	simple:P17342	simple:P23582	ENSG00000113389	ENSG00000163273	True	True	False	I2D,InnateDB-All	False	0.013	0.002	0.012	0.0
CPI-SS06B94F144	NPR2_NPPC	simple:P20594	simple:P23582	ENSG00000159899	ENSG00000163273	True	True	False	guidetopharmacology.org	False	0.021	0.01	0.012	0.001
CPI-SS02A170A99	SPN_SIGLEC1	simple:P16150	simple:Q9BZZ2	ENSG00000197471	ENSG00000088827	True	False	False	curated	False	0.003	0.034	0.045	0.076
CPI-SS03CC15FF3	PDGFRA_PDGFC	simple:P16234	simple:Q9NRA1	ENSG00000134853	ENSG00000145431	True	True	False	curated	False	0.245	0.2	0.067	0.022
CPI-SS03A3EE72E	FLT4_PDGFC	simple:P35916	simple:Q9NRA1	ENSG00000037280	ENSG00000145431	True	True	False	guidetopharmacology.org	False	0.061	0.016	0.061	0.016
CPI-SS0F972435E	FLT4_VEGFC	simple:P35916	simple:P49767	ENSG00000037280	ENSG00000150630	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-SS0273C9AED	KDR_VEGFC	simple:P35968	simple:P49767	ENSG00000128052	ENSG00000150630	True	True	False	curated	False	0.002	0.0	0.0	0.0
CPI-SS0E0DEA7D5	PECAM1_CD38	simple:P16284	simple:P28907	ENSG00000261371	ENSG00000004468	False	True	True	curated	False	0.009	0.008	0.071	0.07
CPI-SS006EED1C5	CD36_THBS2	simple:P16671	simple:P35442	ENSG00000135218	ENSG00000186340	False	True	False	curated	False	0.037	0.002	0.047	0.012
CPI-SS076940BCD	LGALS3_MERTK	simple:P17931	simple:Q12866	ENSG00000131981	ENSG00000153208	True	False	True	curated	False	0.496	0.616	0.104	0.224
CPI-SS0CE7506A6	LAG3_FGL1	simple:P18627	simple:Q08830	ENSG00000089692	ENSG00000104760	True	False	False	curated	False	0.003	0.006	0.01	0.014
CPI-SS0EE09A201	CDH2_CDH2	simple:P19022	simple:P19022	ENSG00000170558	ENSG00000170558	False	False	False	curated	False	0.416	0.21	0.21	0.004
CPI-SS061ED1543	TAC1_TACR2	simple:P20366	simple:P21452	ENSG00000006128	ENSG00000075073	True	False	True	curated	False	0.001	0.003	0.0	0.002
CPI-SS02A8BD654	TAC1_TACR1	simple:P20366	simple:P25103	ENSG00000006128	ENSG00000115353	True	False	True	curated	False	0.002	0.001	0.001	0.0
CPI-SS0362EFFDE	PMCH_MCHR1	simple:P20382	simple:Q99705	ENSG00000183395	ENSG00000128285	True	False	True	curated	False	0.021	0.0	0.021	0.0
CPI-SS056AA08CF	EDN2_EDNRA	simple:P20800	simple:P25101	ENSG00000127129	ENSG00000151617	True	False	True	guidetopharmacology.org	False	0.007	0.003	0.0	0.0
CPI-SS01946BE5C	C5AR1_RPS19	simple:P21730	simple:P39019	ENSG00000197405	ENSG00000105372	False	True	False	guidetopharmacology.org	False	1.417	1.534	1.609	1.726
CPI-SS0DA0F5556	CDH3_CDH3	simple:P22223	simple:P22223	ENSG00000062038	ENSG00000062038	False	False	False	curated	False	0.004	0.002	0.002	0.0
CPI-SS04456F441	TNFSF4_TNFRSF4	simple:P23510	simple:P43489	ENSG00000117586	ENSG00000186827	False	False	True	curated	False	0.003	0.011	0.003	0.012
CPI-SS087BD262F	CXCR2_CXCL5	simple:P25025	simple:P42830	ENSG00000180871	ENSG00000163735	True	True	False	curated	False	0.002	0.001	0.009	0.007
CPI-SS0C7915758	CXCR2_CXCL6	simple:P25025	simple:P80162	ENSG00000180871	ENSG00000124875	True	True	False	curated	False	0.001	0.0	0.008	0.007
CPI-SS03EACE0E0	MST1_MST1R	simple:P26927	simple:Q04912	ENSG00000173531	ENSG00000164078	True	False	True	curated	False	0.009	0.009	0.002	0.002
CPI-SS099C401F7	ACVR2A_INHBE	simple:P27037	simple:P58166	ENSG00000121989	ENSG00000139269	True	True	False	curated	False	0.02	0.02	0.008	0.007
CPI-SS0412C803A	TNFRSF8_TNFSF8	simple:P28908	simple:P32971	ENSG00000120949	ENSG00000106952	False	True	False	curated	False	0.0	0.009	0.004	0.013
CPI-SS0DBEC6C00	TACR3_TAC3	simple:P29371	simple:Q9UHF0	ENSG00000169836	ENSG00000166863	True	True	False	curated	False	0.005	0.0	0.0	0.0
CPI-SS08991B378	CD6_ALCAM	simple:P30203	simple:Q13740	ENSG00000013725	ENSG00000170017	True	False	False	curated	False	0.085	0.1	0.087	0.102
CPI-SS03A4F7DC8	AXL_GAS6	simple:P30530	simple:Q14393	ENSG00000167601	ENSG00000183087	True	True	False	curated	False	0.051	0.217	0.301	0.467
CPI-SS085195142	TYRO3_GAS6	simple:Q06418	simple:Q14393	ENSG00000092445	ENSG00000183087	True	True	False	curated	False	0.087	0.253	0.04	0.206
CPI-SS0415CC75D	MERTK_GAS6	simple:Q12866	simple:Q14393	ENSG00000153208	ENSG00000183087	True	True	False	curated	False	0.052	0.218	0.172	0.338
CPI-SS0ED38D1E3	SSTR2_SST	simple:P30874	simple:P61278	ENSG00000180616	ENSG00000157005	True	True	False	curated	False	0.006	0.005	0.002	0.002
CPI-SS073C1B796	CD52_SIGLEC10	simple:P31358	simple:Q96LC7	ENSG00000169442	ENSG00000142512	True	False	False	curated	False	0.01	0.184	0.038	0.212
CPI-SS00C24ED50	CDH5_CDH5	simple:P33151	simple:P33151	ENSG00000179776	ENSG00000179776	False	False	False	curated	False	0.033	0.016	0.016	0.0
CPI-SS0D8148841	APLNR_APLN	simple:P35414	simple:Q9ULZ1	ENSG00000134817	ENSG00000171388	True	True	False	curated	False	0.047	0.007	0.041	0.001
CPI-SS02DA892C8	BSG_PPIA	simple:P35613	simple:P62937	ENSG00000172270	ENSG00000196262	True	False	False	curated	False	1.479	1.317	1.146	0.983
CPI-SS076FEB261	FLT3_FLT3LG	simple:P36888	simple:P49771	ENSG00000122025	ENSG00000090554	True	True	False	curated	False	0.01	0.009	0.012	0.011
CPI-SC0BDF87EA3	GDNF_RET_receptor_1	simple:P39905	complex:RET_receptor_1	ENSG00000168621		True	False	True	curated	False	0.005	0.002	0.003	0.0
CPI-SC08032972C	ARTN_RET_receptor_1	simple:Q5T4W7	complex:RET_receptor_1	ENSG00000117407		True	False	True	curated	False	0.004	0.001	0.003	0.0
CPI-SC03B346136	ARTN_RET_receptor_3	simple:Q5T4W7	complex:RET_receptor_3	ENSG00000117407		True	False	True	curated	False	0.001	0.0	0.0	0.0
CPI-SS09B2D63C8	OPRL1_PNOC	simple:P41146	simple:Q13519	ENSG00000125510	ENSG00000168081	True	True	False	curated	False	0.005	0.004	0.014	0.013
CPI-SS018BD4882	NMU_NMUR1	simple:P48645	simple:Q9HB89	ENSG00000109255	ENSG00000171596	True	False	True	curated	False	0.012	0.012	0.0	0.0
CPI-SS032E9A219	CX3CR1_CX3CL1	simple:P49238	simple:P78423	ENSG00000168329	ENSG00000006210	True	True	False	curated	False	0.027	0.005	0.405	0.383
CPI-SS0974EB232	ACKR1_CCL17	simple:Q16570	simple:Q92583	ENSG00000213088	ENSG00000102970	True	True	False	I2D	False	0.004	0.005	0.0	0.001
CPI-SS09CCC0451	INHBE_ACVR2B	simple:P58166	simple:Q13705	ENSG00000139269	ENSG00000114739	True	False	True	curated	False	0.019	0.007	0.019	0.006
CPI-SS0C53F7672	CDH6_CDH6	simple:P55285	simple:P55285	ENSG00000113361	ENSG00000113361	False	False	False	curated	False	0.137	0.069	0.069	0.001
CPI-SS095DCA7F7	LILRA4_BST2	simple:P59901	simple:Q10589	ENSG00000239961	ENSG00000130303	False	True	False	curated	False	0.16	0.506	0.202	0.548
CPI-SS06DF3325D	RELN_VLDLR	simple:P78509	simple:P98155	ENSG00000189056	ENSG00000147852	True	False	True	curated	False	0.021	0.002	0.02	0.002
CPI-SS0AD2A36FE	RELN_LRP8	simple:P78509	simple:Q14114	ENSG00000189056	ENSG00000157193	True	False	True	curated	False	0.016	0.007	0.016	0.007
CPI-CS07D2364C3	PTCH2_BOC_transmembrane_receptor_SHH	complex:PTCH2_BOC_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	0.007	0.0	0.001	0.0
CPI-CS0E91836A4	PTCH2_CDON_transmembrane_receptor_SHH	complex:PTCH2_CDON_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	0.007	0.0	0.001	0.0
CPI-CS0E63C11C2	PTCH2_GAS1_transmembrane_receptor_SHH	complex:PTCH2_GAS1_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	0.007	0.0	0.003	0.0
CPI-CS07CECBD31	PTCH_BOC_transmembrane_receptor_SHH	complex:PTCH_BOC_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	0.025	0.0	0.001	0.0
CPI-CS0F34B5B7B	PTCH_CDON_transmembrane_receptor_SHH	complex:PTCH_CDON_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	0.007	0.0	0.001	0.0
CPI-CS03FEC2D68	PTCH_GAS1_transmembrane_receptor_SHH	complex:PTCH_GAS1_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	0.025	0.0	0.003	0.0
CPI-CS0C57A3081	PlexinA1_complex1_SEMA6D	complex:PlexinA1_complex1	simple:Q8NFY4		ENSG00000137872	False	True	False	curated	False	0.074	0.006	0.072	0.005
CPI-CS0123BC66C	PlexinA1_complex2_SEMA6D	complex:PlexinA1_complex2	simple:Q8NFY4		ENSG00000137872	False	True	False	curated	False	0.086	0.019	0.084	0.017
CPI-SS06D13FCD3	DSC2_DSG2	simple:Q02487	simple:Q14126	ENSG00000134755	ENSG00000046604	False	False	False	curated	False	0.015	0.007	0.044	0.036
CPI-SS08B94BEB2	DSC1_DSG2	simple:Q08554	simple:Q14126	ENSG00000134765	ENSG00000046604	False	False	False	curated	False	0.01	0.002	0.01	0.002
CPI-SS0B337B316	TEK_ANGPT1	simple:Q02763	simple:Q15389	ENSG00000120156	ENSG00000154188	True	True	False	curated	False	0.009	0.002	0.007	0.0
CPI-SS09D5B5F9C	LRP1_ERFE	simple:Q07954	simple:Q4G0M1	ENSG00000123384	ENSG00000178752	True	True	False	InnateDB-All	False	0.211	0.209	0.142	0.139
CPI-SC05C71E348	CD47_SIRB1_complex	simple:Q08722	complex:SIRB1_complex	ENSG00000196776		False	True	True	curated	False	0.175	0.192	0.115	0.132
CPI-SS0893BD6B6	IL16_GRIN2C	simple:Q14005	simple:Q14957	ENSG00000172349	ENSG00000161509	True	False	True	I2D	False	0.005	0.002	0.073	0.07
CPI-SS0F856A80F	KISS1_KISS1R	simple:Q15726	simple:Q969F8	ENSG00000170498	ENSG00000116014	True	False	True	guidetopharmacology.org	False	0.021	0.002	0.02	0.0
CPI-SS07DFEBFA8	GPR19_ENHO	simple:Q15760	simple:Q6UWT2	ENSG00000183150	ENSG00000168913	True	True	False	guidetopharmacology.org	False	0.125	0.018	0.11	0.003
CPI-SS070BE6035	NTRK2_NTN4	simple:Q16620	simple:Q9HB63	ENSG00000148053	ENSG00000074527	True	True	False	curated	False	0.241	0.236	0.01	0.005
CPI-SS0A1028EF5	UNC5D_NTN4	simple:Q6UXZ4	simple:Q9HB63	ENSG00000156687	ENSG00000074527	True	True	False	curated	False	0.007	0.002	0.006	0.0
CPI-SS005F1054E	UNC5B_NTN4	simple:Q8IZJ1	simple:Q9HB63	ENSG00000107731	ENSG00000074527	True	True	False	curated	False	0.021	0.016	0.05	0.044
CPI-SS0762B39A3	TREML2_CD276	simple:Q5T2D2	simple:Q5ZPR3	ENSG00000112195	ENSG00000103855	False	True	False	curated	False	0.069	0.08	0.069	0.08
CPI-SS067BA9202	LAIR1_LILRB4	simple:Q6GTX8	simple:Q8NHJ6	ENSG00000167613	ENSG00000186818	False	True	True	curated	False	0.017	0.512	0.284	0.78
CPI-SS08EDE5442	IGFL2_IGFLR1	simple:Q6UWQ7	simple:Q9H665	ENSG00000204866	ENSG00000126246	True	False	True	curated	False	0.008	0.028	0.008	0.028
CPI-SS033E857EB	VSTM1_ADGRG3	simple:Q6UX27	simple:Q86Y34	ENSG00000189068	ENSG00000182885	True	True	True	IMEx,IntAct	False	0.001	0.001	0.001	0.001
CPI-SC0A1E8C5F6	RORB_atRetinoicAcid_byALDH1A1	simple:Q92753	complex:atRetinoicAcid_byALDH1A1	ENSG00000198963		True	True	False	curated	False	0.033	0.036	0.007	0.01
CPI-CC08F908F82	RAreceptor_RARA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.031	0.034	0.007	0.01
CPI-CC0C0E5D3E6	RAreceptor_RARA_RXRA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARA_RXRA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.031	0.034	0.007	0.01
CPI-CC08CA59D0F	RAreceptor_RARB_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARB	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.013	0.016	0.007	0.01
CPI-CC054A62E24	RAreceptor_RARB_RXRB_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARB_RXRB	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.013	0.016	0.007	0.01
CPI-CC065EAD131	RAreceptor_RARG_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARG	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.011	0.014	0.007	0.01
CPI-CC0C253E5C0	RAreceptor_RARG_RXRG_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARG_RXRG	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.008	0.011	0.007	0.01
CPI-CC08689D69E	RAreceptor_RXRA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RXRA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.031	0.034	0.007	0.01
CPI-CC0DACB3814	RAreceptor_RXRB_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RXRB	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.031	0.034	0.007	0.01
CPI-CC01013C167	RAreceptor_RXRG_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RXRG	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.008	0.011	0.007	0.01
CPI-SC0AD976083	RORB_atRetinoicAcid_byALDH1A2	simple:Q92753	complex:atRetinoicAcid_byALDH1A2	ENSG00000198963		True	True	False	curated	False	0.027	0.028	0.002	0.002
CPI-CC026C4A350	RAreceptor_RARA_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARA	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	0.025	0.026	0.002	0.002
CPI-CC006FA0683	RAreceptor_RARA_RXRA_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARA_RXRA	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	0.025	0.026	0.002	0.002
CPI-CC07740C2C7	RAreceptor_RARB_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARB	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	0.007	0.007	0.001	0.001
CPI-CC0033B8550	RAreceptor_RARB_RXRB_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARB_RXRB	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	0.007	0.007	0.001	0.001
CPI-CC0B7305040	RAreceptor_RARG_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARG	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	0.005	0.006	0.001	0.002
CPI-CC04D4A2639	RAreceptor_RARG_RXRG_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARG_RXRG	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	0.002	0.002	0.001	0.001
CPI-CC03471D12E	RAreceptor_RXRA_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RXRA	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	0.025	0.026	0.002	0.002
CPI-CC0EE65B390	RAreceptor_RXRB_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RXRB	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	0.025	0.026	0.002	0.002
CPI-CC0B0EE8B92	RAreceptor_RXRG_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RXRG	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	0.002	0.002	0.001	0.001
CPI-SC061B08F44	RORB_atRetinoicAcid_byALDH1A3	simple:Q92753	complex:atRetinoicAcid_byALDH1A3	ENSG00000198963		True	True	False	curated	False	0.027	0.026	0.002	0.001
CPI-CC019B04ACA	RAreceptor_RARA_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARA	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	0.025	0.024	0.002	0.001
CPI-CC034CDFF5A	RAreceptor_RARA_RXRA_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARA_RXRA	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	0.025	0.024	0.002	0.001
CPI-CC03D29A57A	RAreceptor_RARB_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARB	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	0.007	0.006	0.001	0.0
CPI-CC02DA10AF1	RAreceptor_RARB_RXRB_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARB_RXRB	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	0.007	0.006	0.001	0.0
CPI-CC08FFD9783	RAreceptor_RARG_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARG	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	0.005	0.004	0.001	0.001
CPI-CC0DB92A7C7	RAreceptor_RARG_RXRG_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARG_RXRG	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	0.002	0.001	0.001	0.0
